,Variables,Random_State,R_2_Train,R_2_Test,Mean_Squared_Error,Mean_Absolute_Error
8,contains_reviews_page,8,0.0012398108281604925,-0.00289139505272229,0.2166181596514589,0.4342461539782106
9,contains_reviews_page,9,0.0002097325240255632,0.0019767415332870852,0.2166281761306314,0.4335645893261363
10,contains_reviews_page,10,0.0004272645558541788,0.00018447149850653322,0.21661479388226418,0.4319383484161952
11,contains_reviews_page,11,0.000861674202175422,-0.0008853773959986988,0.21660415432628688,0.4320110955849506
12,contains_reviews_page,12,0.0021719444105948726,-0.008261046051431409,0.21668928409641516,0.43162037289713323
13,contains_reviews_page,13,0.00116933085943971,-0.00712672912894563,0.2166488971712096,0.4355579499151285
14,contains_reviews_page,14,0.0005880322172981955,0.0008800420286779742,0.21659794849387506,0.43257171767702024
15,contains_reviews_page,15,0.0001875378559965668,0.0020114693243450388,0.21663195559834378,0.43335416796655074
16,contains_reviews_page,16,0.0010251576337824142,-0.0014191274695887213,0.2166078538519415,0.43413859604702204
17,contains_reviews_page,17,0.0008624422960274991,-0.00019151724065569198,0.2165975572901096,0.43255017646604305
18,contains_reviews_page,18,0.000821522094610283,-5.5032580254632535e-05,0.2165964874355948,0.43379502464962166
19,contains_reviews_page,19,0.00020746841996799326,-0.0009383855386748685,0.21665301055381728,0.43516140196054776
20,contains_reviews_page,20,0.000575452653951869,-0.0024886899264675577,0.21662612193775213,0.43524204104494246
21,contains_reviews_page,21,0.0006166336832852393,-0.00041806102490093977,0.21660892734554438,0.4318327282802942
22,contains_reviews_page,22,0.0011204421448780533,-0.0010511252625464707,0.21660202407262463,0.4328617135711472
23,contains_reviews_page,23,3.774460510064248e-05,-0.013886200360734957,0.2168286578038463,0.42911360446409097
24,contains_reviews_page,24,0.0008286794179296342,-0.00035777086291322036,0.2166001604097443,0.4322460560162254
25,contains_reviews_page,25,3.376704707525047e-05,-0.003042924440590289,0.21672865589726448,0.4311813102147356
26,contains_reviews_page,26,0.0008957712386339356,-0.008427850023206007,0.21667113430625481,0.4362804049355748
27,contains_reviews_page,27,0.001748928456637433,-0.020654586867137725,0.21679430960175966,0.42843877873131636
28,contains_reviews_page,28,0.0003174496977549346,0.0017696812662735262,0.21661380252985626,0.43373587176272455
29,contains_reviews_page,29,0.0015799972608143698,-0.011516817455030193,0.2167041959269687,0.42977638909927285
30,contains_reviews_page,30,0.0009451942243503542,-0.006282098813776837,0.21665218518045493,0.4304072939794411
31,contains_reviews_page,31,0.0007348279798419233,0.0006451545422420102,0.2165945269414342,0.4335556318388922
32,contains_reviews_page,32,0.0001601824571368926,0.0019583163710101825,0.21663731284793913,0.4331675066882772
33,contains_reviews_page,33,0.001004843781963305,-0.006293891021221354,0.2166434281498729,0.43560098594719915
34,contains_reviews_page,34,0.0007037899011124171,-0.0029837616721710702,0.21662426477358013,0.43522203172065066
35,contains_reviews_page,35,0.00038191995282876867,-0.01044914669362429,0.2167199582384683,0.42939294987358484
36,contains_reviews_page,36,0.00014391519016099252,-0.0027374720937778374,0.21668150247445164,0.4356544178650037
37,contains_reviews_page,37,0.0004241912021627492,9.019534322585177e-05,0.2166163955343399,0.43463349467102785
38,contains_reviews_page,38,0.001455840694190913,-0.0030022192730478903,0.21662114680970215,0.4335066506893201
39,contains_reviews_page,39,0.0006112987124256009,-0.00838212800696736,0.2166826619483004,0.4297967713337432
40,contains_reviews_page,40,0.0010987461354042827,-0.0068620799910241725,0.21665037118564665,0.4356469786885399
41,contains_reviews_page,41,0.0001923943540760309,0.0016272476707320793,0.216633530996022,0.43268780045200406
42,contains_reviews_page,42,0.001069403853401929,-0.0009653574467203274,0.21660300678723893,0.432803314171003
43,contains_reviews_page,43,0.0006239470892867027,-0.030940540693472185,0.2168348153184444,0.4388679333739372
44,contains_reviews_page,44,0.0014920882688741477,-0.0030263139936048677,0.2166236549995144,0.43287208864172344
45,contains_reviews_page,45,0.0005692507056886953,-0.0009602861845949828,0.21661462122562608,0.4348213615302216
46,contains_reviews_page,46,0.0006556094544165614,0.0009928229293896251,0.2165935399476124,0.43307225437254654
47,contains_reviews_page,47,0.00038065416445298705,0.001784389912182549,0.21660669832800805,0.43302944241335006
48,contains_reviews_page,48,0.0015804301826106704,-0.0038089665673435302,0.21663225434050723,0.4324042183429377
49,contains_reviews_page,49,0.0008813499531458158,-0.0014110516975796017,0.21660742019746312,0.4318805530754003
0,contains_zipCode,0,0.0004427926769822177,0.0006521328142427008,0.21660837672856792,0.43210945095189107
1,contains_zipCode,1,0.0012672941712770225,-0.0030218932189327585,0.21661890466847364,0.43425638698746366
2,contains_zipCode,2,0.0007831867649421564,0.0005560910128361574,0.21658601090797058,0.43272516207821066
3,contains_zipCode,3,0.001019353240202192,-0.0023445410993532256,0.21660555486967853,0.4314929648587667
4,contains_zipCode,4,0.00022838884916986935,4.349754201160572e-06,0.21663361868535183,0.43494360245449354
5,contains_zipCode,5,0.0008549730274184375,-0.010492011433228976,0.2166696546666471,0.4365420595760436
6,contains_zipCode,6,0.0007349184921789931,-0.0007815819019489911,0.21659898790428664,0.434558888495159
7,contains_zipCode,7,0.0004194899603791047,0.0018201391256442712,0.21660003329020583,0.4332562507668929
8,contains_zipCode,8,0.00039697675013516953,0.0007320581260206183,0.21661136861254837,0.43440305058189466
9,contains_zipCode,9,0.0007648350824710493,0.000745612596713241,0.21658498107232535,0.43341280948456634
10,contains_zipCode,10,1.627131741055443e-05,-0.0028720629845049306,0.21682134573325731,0.43219474058637347
11,contains_zipCode,11,0.0008018454395869457,-0.00042525283396610547,0.21659411619473212,0.4320375146718551
12,contains_zipCode,12,0.0008081340444117124,-0.0009236951961923978,0.21659839027945632,0.4318082988697365
13,contains_zipCode,13,0.0013774989710806373,-0.007854626949752141,0.21664238269559566,0.43554985039689653
14,contains_zipCode,14,0.0009879569049722203,-0.0004870525575928486,0.21658883628460068,0.4324109820800898
15,contains_zipCode,15,0.002190571626413562,-0.006715346836215108,0.216663045550228,0.4329543778803292
16,contains_zipCode,16,0.0007467857123241162,0.00011328362710660844,0.21659102668779665,0.4341004568909218
17,contains_zipCode,17,0.0002586836059907949,0.00185551931449357,0.21661205304912087,0.43265288423106013
18,contains_zipCode,18,9.330691464315422e-05,0.0018599358474371552,0.21664118666575943,0.43411009143216533
19,contains_zipCode,19,0.0009051156433781404,-0.002775828116186929,0.21660788184851026,0.4349355294387282
20,contains_zipCode,20,0.0013952609948100214,-0.005972131697600025,0.21662761561109217,0.43509113047089576
21,contains_zipCode,21,0.002258797856478534,-0.008425287344851151,0.2166816146074567,0.43157908306761805
22,contains_zipCode,22,0.00025243959199439114,0.002216650782431162,0.2166100847851222,0.43311102787574685
23,contains_zipCode,23,0.0008931228043335127,-0.014793749142586465,0.2167254940532704,0.42882849344219565
24,contains_zipCode,24,0.0004380680696697281,0.0010596835706827568,0.2166051337400392,0.43233881091489146
25,contains_zipCode,25,0.001385888250408085,-0.0064741339285689925,0.2166513330613398,0.43082030965231355
26,contains_zipCode,26,0.0002112993169474109,-0.005799889572713379,0.21668424641455952,0.43631803338855357
