,Variables,Random_State,R_2_Train,R_2_Test,Mean_Squared_Log_Error
31,url_contains_email,31,-0.46697247706422007,-0.45985401459854014,0.15262014199002397
32,url_contains_email,32,-0.4642857142857142,-0.47058823529411775,0.15262014199002397
33,url_contains_email,33,-0.4805555555555556,-0.4084507042253518,0.15262014199002397
34,url_contains_email,34,-0.47781885397412194,-0.4184397163120568,0.15262014199002397
35,url_contains_email,35,-0.4431407942238268,-0.5625,0.15262014199002397
36,url_contains_email,36,-0.47918593894542116,-0.4134275618374563,0.15262014199002397
37,url_contains_email,37,-0.47373271889400903,-0.4336917562724012,0.15262014199002397
38,url_contains_email,38,-0.46831955922865,-0.4545454545454546,0.15262014199002397
39,url_contains_email,39,-0.44575045207956543,-0.5503875968992247,0.15262014199002397
40,url_contains_email,40,-0.48055555555555585,-0.408450704225352,0.15262014199002397
41,url_contains_email,41,-0.46160877513711207,-0.48148148148148207,0.15262014199002397
42,url_contains_email,42,-0.46294602012808816,-0.47601476014760125,0.15262014199002397
43,url_contains_email,43,-0.5,-0.34228187919463093,0.15262014199002397
44,url_contains_email,44,-0.4642857142857142,-0.47058823529411753,0.15262014199002397
45,url_contains_email,45,-0.47509225092250906,-0.4285714285714288,0.15262014199002397
46,url_contains_email,46,-0.4642857142857142,-0.47058823529411775,0.15262014199002397
47,url_contains_email,47,-0.4642857142857142,-0.47058823529411775,0.15262014199002397
48,url_contains_email,48,-0.46160877513711207,-0.48148148148148207,0.15262014199002397
49,url_contains_email,49,-0.45761166818596166,-0.4981273408239699,0.15262014199002397
0,url_contains_phone_number,0,-0.458941605839416,-0.4925373134328359,0.15262014199002397
1,url_contains_phone_number,1,-0.47237569060773477,-0.4388489208633095,0.15262014199002397
2,url_contains_phone_number,2,-0.4629460201280877,-0.4760147601476017,0.15262014199002397
3,url_contains_phone_number,3,-0.45628415300546443,-0.5037593984962403,0.15262014199002397
4,url_contains_phone_number,4,-0.47509225092250906,-0.4285714285714286,0.15262014199002397
5,url_contains_phone_number,5,-0.4860594795539033,-0.38888888888888906,0.15262014199002397
6,url_contains_phone_number,6,-0.47373271889400903,-0.4336917562724012,0.15262014199002397
7,url_contains_phone_number,7,-0.4656278643446381,-0.4652014652014651,0.15262014199002397
8,url_contains_phone_number,8,-0.47237569060773477,-0.4388489208633095,0.15262014199002397
9,url_contains_phone_number,9,-0.46697247706422007,-0.45985401459854014,0.15262014199002397
10,url_contains_phone_number,10,-0.45761166818596166,-0.4981273408239699,0.15262014199002397
11,url_contains_phone_number,11,-0.4589416058394158,-0.4925373134328359,0.15262014199002397
12,url_contains_phone_number,12,-0.45761166818596166,-0.4981273408239699,0.15262014199002397
13,url_contains_phone_number,13,-0.48055555555555585,-0.408450704225352,0.15262014199002397
14,url_contains_phone_number,14,-0.46160877513711207,-0.48148148148148207,0.15262014199002397
15,url_contains_phone_number,15,-0.4656278643446381,-0.4652014652014651,0.15262014199002397
16,url_contains_phone_number,16,-0.4710211591536335,-0.4440433212996391,0.15262014199002397
17,url_contains_phone_number,17,-0.4616087751371116,-0.48148148148148207,0.15262014199002397
18,url_contains_phone_number,18,-0.4696691176470589,-0.4492753623188408,0.15262014199002397
19,url_contains_phone_number,19,-0.476454293628809,-0.4234875444839856,0.15262014199002397
20,url_contains_phone_number,20,-0.47781885397412194,-0.4184397163120568,0.15262014199002397
21,url_contains_phone_number,21,-0.45761166818596166,-0.4981273408239699,0.15262014199002397
22,url_contains_phone_number,22,-0.4642857142857144,-0.47058823529411775,0.15262014199002397
23,url_contains_phone_number,23,-0.4405405405405407,-0.5748031496062993,0.15262014199002397
24,url_contains_phone_number,24,-0.4602739726027396,-0.48698884758364325,0.15262014199002397
25,url_contains_phone_number,25,-0.45231607629427817,-0.5209125475285172,0.15262014199002397
26,url_contains_phone_number,26,-0.4833024118738405,-0.39860139860139854,0.15262014199002397
27,url_contains_phone_number,27,-0.4392439243924393,-0.5810276679841899,0.15262014199002397
28,url_contains_phone_number,28,-0.46831955922865,-0.4545454545454546,0.15262014199002397
29,url_contains_phone_number,29,-0.44705882352941173,-0.5444015444015442,0.15262014199002397
30,url_contains_phone_number,30,-0.449682683590209,-0.532567049808429,0.15262014199002397
31,url_contains_phone_number,31,-0.46697247706422007,-0.45985401459854014,0.15262014199002397
32,url_contains_phone_number,32,-0.4642857142857142,-0.47058823529411775,0.15262014199002397
33,url_contains_phone_number,33,-0.4805555555555556,-0.4084507042253518,0.15262014199002397
34,url_contains_phone_number,34,-0.47781885397412194,-0.4184397163120568,0.15262014199002397
35,url_contains_phone_number,35,-0.4431407942238268,-0.5625,0.15262014199002397
36,url_contains_phone_number,36,-0.47918593894542116,-0.4134275618374563,0.15262014199002397
37,url_contains_phone_number,37,-0.47373271889400903,-0.4336917562724012,0.15262014199002397
38,url_contains_phone_number,38,-0.46831955922865,-0.4545454545454546,0.15262014199002397
39,url_contains_phone_number,39,-0.44575045207956543,-0.5503875968992247,0.15262014199002397
40,url_contains_phone_number,40,-0.48055555555555585,-0.408450704225352,0.15262014199002397
41,url_contains_phone_number,41,-0.46160877513711207,-0.48148148148148207,0.15262014199002397
42,url_contains_phone_number,42,-0.46294602012808816,-0.47601476014760125,0.15262014199002397
43,url_contains_phone_number,43,-0.5,-0.34228187919463093,0.15262014199002397
44,url_contains_phone_number,44,-0.4642857142857142,-0.47058823529411753,0.15262014199002397
45,url_contains_phone_number,45,-0.47509225092250906,-0.4285714285714288,0.15262014199002397
46,url_contains_phone_number,46,-0.4642857142857142,-0.47058823529411775,0.15262014199002397
47,url_contains_phone_number,47,-0.4642857142857142,-0.47058823529411775,0.15262014199002397
48,url_contains_phone_number,48,-0.46160877513711207,-0.48148148148148207,0.15262014199002397
49,url_contains_phone_number,49,-0.45761166818596166,-0.4981273408239699,0.15262014199002397
0,BBBRatingScore,0,-0.458941605839416,-0.4925373134328359,0.15262014199002397
1,BBBRatingScore,1,-0.47237569060773477,-0.4388489208633095,0.15262014199002397
2,BBBRatingScore,2,-0.4629460201280877,-0.4760147601476017,0.15262014199002397
3,BBBRatingScore,3,-0.45628415300546443,-0.5037593984962403,0.15262014199002397
4,BBBRatingScore,4,-0.47509225092250906,-0.4285714285714286,0.15262014199002397
5,BBBRatingScore,5,-0.4860594795539033,-0.38888888888888906,0.15262014199002397
6,BBBRatingScore,6,-0.47373271889400903,-0.4336917562724012,0.15262014199002397
7,BBBRatingScore,7,-0.4656278643446381,-0.4652014652014651,0.15262014199002397
8,BBBRatingScore,8,-0.47237569060773477,-0.4388489208633095,0.15262014199002397
9,BBBRatingScore,9,-0.46697247706422007,-0.45985401459854014,0.15262014199002397
10,BBBRatingScore,10,-0.45761166818596166,-0.4981273408239699,0.15262014199002397
11,BBBRatingScore,11,-0.4589416058394158,-0.4925373134328359,0.15262014199002397
12,BBBRatingScore,12,-0.45761166818596166,-0.4981273408239699,0.15262014199002397
13,BBBRatingScore,13,-0.48055555555555585,-0.408450704225352,0.15262014199002397
14,BBBRatingScore,14,-0.46160877513711207,-0.48148148148148207,0.15262014199002397
15,BBBRatingScore,15,-0.4656278643446381,-0.4652014652014651,0.15262014199002397
16,BBBRatingScore,16,-0.4710211591536335,-0.4440433212996391,0.15262014199002397
17,BBBRatingScore,17,-0.4616087751371116,-0.48148148148148207,0.15262014199002397
18,BBBRatingScore,18,-0.4696691176470589,-0.4492753623188408,0.15262014199002397
19,BBBRatingScore,19,-0.476454293628809,-0.4234875444839856,0.15262014199002397
20,BBBRatingScore,20,-0.47781885397412194,-0.4184397163120568,0.15262014199002397
21,BBBRatingScore,21,-0.45761166818596166,-0.4981273408239699,0.15262014199002397
22,BBBRatingScore,22,-0.4642857142857144,-0.47058823529411775,0.15262014199002397
23,BBBRatingScore,23,-0.4405405405405407,-0.5748031496062993,0.15262014199002397
24,BBBRatingScore,24,-0.4602739726027396,-0.48698884758364325,0.15262014199002397
25,BBBRatingScore,25,-0.45231607629427817,-0.5209125475285172,0.15262014199002397
26,BBBRatingScore,26,-0.4833024118738405,-0.39860139860139854,0.15262014199002397
27,BBBRatingScore,27,-0.4392439243924393,-0.5810276679841899,0.15262014199002397
28,BBBRatingScore,28,-0.46831955922865,-0.4545454545454546,0.15262014199002397
29,BBBRatingScore,29,-0.44705882352941173,-0.5444015444015442,0.15262014199002397
30,BBBRatingScore,30,-0.449682683590209,-0.532567049808429,0.15262014199002397
31,BBBRatingScore,31,-0.46697247706422007,-0.45985401459854014,0.15262014199002397
32,BBBRatingScore,32,-0.4642857142857142,-0.47058823529411775,0.15262014199002397
33,BBBRatingScore,33,-0.4805555555555556,-0.4084507042253518,0.15262014199002397
34,BBBRatingScore,34,-0.47781885397412194,-0.4184397163120568,0.15262014199002397
35,BBBRatingScore,35,-0.4431407942238268,-0.5625,0.15262014199002397
36,BBBRatingScore,36,-0.47918593894542116,-0.4134275618374563,0.15262014199002397
37,BBBRatingScore,37,-0.47373271889400903,-0.4336917562724012,0.15262014199002397
38,BBBRatingScore,38,-0.46831955922865,-0.4545454545454546,0.15262014199002397
39,BBBRatingScore,39,-0.44575045207956543,-0.5503875968992247,0.15262014199002397
40,BBBRatingScore,40,-0.48055555555555585,-0.408450704225352,0.15262014199002397
41,BBBRatingScore,41,-0.46160877513711207,-0.48148148148148207,0.15262014199002397
42,BBBRatingScore,42,-0.46294602012808816,-0.47601476014760125,0.15262014199002397
43,BBBRatingScore,43,-0.5,-0.34228187919463093,0.15262014199002397
44,BBBRatingScore,44,-0.4642857142857142,-0.47058823529411753,0.15262014199002397
45,BBBRatingScore,45,-0.47509225092250906,-0.4285714285714288,0.15262014199002397
46,BBBRatingScore,46,-0.4642857142857142,-0.47058823529411775,0.15262014199002397
47,BBBRatingScore,47,-0.4642857142857142,-0.47058823529411775,0.15262014199002397
48,BBBRatingScore,48,-0.46160877513711207,-0.48148148148148207,0.15262014199002397
49,BBBRatingScore,49,-0.45761166818596166,-0.4981273408239699,0.15262014199002397
0,IsHQ,0,-0.458941605839416,-0.4925373134328359,0.15262014199002397
1,IsHQ,1,-0.47237569060773477,-0.4388489208633095,0.15262014199002397
2,IsHQ,2,-0.4629460201280877,-0.4760147601476017,0.15262014199002397
3,IsHQ,3,-0.45628415300546443,-0.5037593984962403,0.15262014199002397
4,IsHQ,4,-0.47509225092250906,-0.4285714285714286,0.15262014199002397
5,IsHQ,5,-0.4860594795539033,-0.38888888888888906,0.15262014199002397
6,IsHQ,6,-0.47373271889400903,-0.4336917562724012,0.15262014199002397
7,IsHQ,7,-0.4656278643446381,-0.4652014652014651,0.15262014199002397
8,IsHQ,8,-0.47237569060773477,-0.4388489208633095,0.15262014199002397
9,IsHQ,9,-0.46697247706422007,-0.45985401459854014,0.15262014199002397
10,IsHQ,10,-0.45761166818596166,-0.4981273408239699,0.15262014199002397
11,IsHQ,11,-0.4589416058394158,-0.4925373134328359,0.15262014199002397
12,IsHQ,12,-0.45761166818596166,-0.4981273408239699,0.15262014199002397
13,IsHQ,13,-0.48055555555555585,-0.408450704225352,0.15262014199002397
14,IsHQ,14,-0.46160877513711207,-0.48148148148148207,0.15262014199002397
15,IsHQ,15,-0.4656278643446381,-0.4652014652014651,0.15262014199002397
16,IsHQ,16,-0.4710211591536335,-0.4440433212996391,0.15262014199002397
17,IsHQ,17,-0.4616087751371116,-0.48148148148148207,0.15262014199002397
18,IsHQ,18,-0.4696691176470589,-0.4492753623188408,0.15262014199002397
19,IsHQ,19,-0.476454293628809,-0.4234875444839856,0.15262014199002397
20,IsHQ,20,-0.47781885397412194,-0.4184397163120568,0.15262014199002397
21,IsHQ,21,-0.45761166818596166,-0.4981273408239699,0.15262014199002397
22,IsHQ,22,-0.4642857142857144,-0.47058823529411775,0.15262014199002397
23,IsHQ,23,-0.4405405405405407,-0.5748031496062993,0.15262014199002397
24,IsHQ,24,-0.4602739726027396,-0.48698884758364325,0.15262014199002397
25,IsHQ,25,-0.45231607629427817,-0.5209125475285172,0.15262014199002397
26,IsHQ,26,-0.4833024118738405,-0.39860139860139854,0.15262014199002397
27,IsHQ,27,-0.4392439243924393,-0.5810276679841899,0.15262014199002397
28,IsHQ,28,-0.46831955922865,-0.4545454545454546,0.15262014199002397
29,IsHQ,29,-0.44705882352941173,-0.5444015444015442,0.15262014199002397
30,IsHQ,30,-0.449682683590209,-0.532567049808429,0.15262014199002397
31,IsHQ,31,-0.46697247706422007,-0.45985401459854014,0.15262014199002397
32,IsHQ,32,-0.4642857142857142,-0.47058823529411775,0.15262014199002397
33,IsHQ,33,-0.4805555555555556,-0.4084507042253518,0.15262014199002397
34,IsHQ,34,-0.47781885397412194,-0.4184397163120568,0.15262014199002397
35,IsHQ,35,-0.4431407942238268,-0.5625,0.15262014199002397
36,IsHQ,36,-0.47918593894542116,-0.4134275618374563,0.15262014199002397
37,IsHQ,37,-0.47373271889400903,-0.4336917562724012,0.15262014199002397
38,IsHQ,38,-0.46831955922865,-0.4545454545454546,0.15262014199002397
39,IsHQ,39,-0.44575045207956543,-0.5503875968992247,0.15262014199002397
40,IsHQ,40,-0.48055555555555585,-0.408450704225352,0.15262014199002397
41,IsHQ,41,-0.46160877513711207,-0.48148148148148207,0.15262014199002397
42,IsHQ,42,-0.46294602012808816,-0.47601476014760125,0.15262014199002397
43,IsHQ,43,-0.5,-0.34228187919463093,0.15262014199002397
44,IsHQ,44,-0.4642857142857142,-0.47058823529411753,0.15262014199002397
45,IsHQ,45,-0.47509225092250906,-0.4285714285714288,0.15262014199002397
46,IsHQ,46,-0.4642857142857142,-0.47058823529411775,0.15262014199002397
47,IsHQ,47,-0.4642857142857142,-0.47058823529411775,0.15262014199002397
48,IsHQ,48,-0.46160877513711207,-0.48148148148148207,0.15262014199002397
49,IsHQ,49,-0.45761166818596166,-0.4981273408239699,0.15262014199002397
0,IsCharity,0,-0.458941605839416,-0.4925373134328359,0.15262014199002397
1,IsCharity,1,-0.47237569060773477,-0.4388489208633095,0.15262014199002397
2,IsCharity,2,-0.4629460201280877,-0.4760147601476017,0.15262014199002397
3,IsCharity,3,-0.45628415300546443,-0.5037593984962403,0.15262014199002397
4,IsCharity,4,-0.47509225092250906,-0.4285714285714286,0.15262014199002397
5,IsCharity,5,-0.4860594795539033,-0.38888888888888906,0.15262014199002397
6,IsCharity,6,-0.47373271889400903,-0.4336917562724012,0.15262014199002397
7,IsCharity,7,-0.4656278643446381,-0.4652014652014651,0.15262014199002397
8,IsCharity,8,-0.47237569060773477,-0.4388489208633095,0.15262014199002397
9,IsCharity,9,-0.46697247706422007,-0.45985401459854014,0.15262014199002397
10,IsCharity,10,-0.45761166818596166,-0.4981273408239699,0.15262014199002397
11,IsCharity,11,-0.4589416058394158,-0.4925373134328359,0.15262014199002397
12,IsCharity,12,-0.45761166818596166,-0.4981273408239699,0.15262014199002397
13,IsCharity,13,-0.48055555555555585,-0.408450704225352,0.15262014199002397
14,IsCharity,14,-0.46160877513711207,-0.48148148148148207,0.15262014199002397
15,IsCharity,15,-0.4656278643446381,-0.4652014652014651,0.15262014199002397
16,IsCharity,16,-0.4710211591536335,-0.4440433212996391,0.15262014199002397
17,IsCharity,17,-0.4616087751371116,-0.48148148148148207,0.15262014199002397
18,IsCharity,18,-0.4696691176470589,-0.4492753623188408,0.15262014199002397
19,IsCharity,19,-0.476454293628809,-0.4234875444839856,0.15262014199002397
20,IsCharity,20,-0.47781885397412194,-0.4184397163120568,0.15262014199002397
21,IsCharity,21,-0.45761166818596166,-0.4981273408239699,0.15262014199002397
22,IsCharity,22,-0.4642857142857144,-0.47058823529411775,0.15262014199002397
23,IsCharity,23,-0.4405405405405407,-0.5748031496062993,0.15262014199002397
24,IsCharity,24,-0.4602739726027396,-0.48698884758364325,0.15262014199002397
25,IsCharity,25,-0.45231607629427817,-0.5209125475285172,0.15262014199002397
26,IsCharity,26,-0.4833024118738405,-0.39860139860139854,0.15262014199002397
27,IsCharity,27,-0.4392439243924393,-0.5810276679841899,0.15262014199002397
28,IsCharity,28,-0.46831955922865,-0.4545454545454546,0.15262014199002397
29,IsCharity,29,-0.44705882352941173,-0.5444015444015442,0.15262014199002397
30,IsCharity,30,-0.449682683590209,-0.532567049808429,0.15262014199002397
31,IsCharity,31,-0.46697247706422007,-0.45985401459854014,0.15262014199002397
32,IsCharity,32,-0.4642857142857142,-0.47058823529411775,0.15262014199002397
33,IsCharity,33,-0.4805555555555556,-0.4084507042253518,0.15262014199002397
34,IsCharity,34,-0.47781885397412194,-0.4184397163120568,0.15262014199002397
35,IsCharity,35,-0.4431407942238268,-0.5625,0.15262014199002397
36,IsCharity,36,-0.47918593894542116,-0.4134275618374563,0.15262014199002397
37,IsCharity,37,-0.47373271889400903,-0.4336917562724012,0.15262014199002397
38,IsCharity,38,-0.46831955922865,-0.4545454545454546,0.15262014199002397
39,IsCharity,39,-0.44575045207956543,-0.5503875968992247,0.15262014199002397
40,IsCharity,40,-0.48055555555555585,-0.408450704225352,0.15262014199002397
41,IsCharity,41,-0.46160877513711207,-0.48148148148148207,0.15262014199002397
42,IsCharity,42,-0.46294602012808816,-0.47601476014760125,0.15262014199002397
43,IsCharity,43,-0.5,-0.34228187919463093,0.15262014199002397
44,IsCharity,44,-0.4642857142857142,-0.47058823529411753,0.15262014199002397
45,IsCharity,45,-0.47509225092250906,-0.4285714285714288,0.15262014199002397
46,IsCharity,46,-0.4642857142857142,-0.47058823529411775,0.15262014199002397
47,IsCharity,47,-0.4642857142857142,-0.47058823529411775,0.15262014199002397
48,IsCharity,48,-0.46160877513711207,-0.48148148148148207,0.15262014199002397
49,IsCharity,49,-0.45761166818596166,-0.4981273408239699,0.15262014199002397
0,IsBBBAccredited,0,-0.458941605839416,-0.4925373134328359,0.15262014199002397
1,IsBBBAccredited,1,-0.47237569060773477,-0.4388489208633095,0.15262014199002397
2,IsBBBAccredited,2,-0.4629460201280877,-0.4760147601476017,0.15262014199002397
3,IsBBBAccredited,3,-0.45628415300546443,-0.5037593984962403,0.15262014199002397
4,IsBBBAccredited,4,-0.47509225092250906,-0.4285714285714286,0.15262014199002397
5,IsBBBAccredited,5,-0.4860594795539033,-0.38888888888888906,0.15262014199002397
6,IsBBBAccredited,6,-0.47373271889400903,-0.4336917562724012,0.15262014199002397
7,IsBBBAccredited,7,-0.4656278643446381,-0.4652014652014651,0.15262014199002397
8,IsBBBAccredited,8,-0.47237569060773477,-0.4388489208633095,0.15262014199002397
9,IsBBBAccredited,9,-0.46697247706422007,-0.45985401459854014,0.15262014199002397
10,IsBBBAccredited,10,-0.45761166818596166,-0.4981273408239699,0.15262014199002397
11,IsBBBAccredited,11,-0.4589416058394158,-0.4925373134328359,0.15262014199002397
12,IsBBBAccredited,12,-0.45761166818596166,-0.4981273408239699,0.15262014199002397
13,IsBBBAccredited,13,-0.48055555555555585,-0.408450704225352,0.15262014199002397
14,IsBBBAccredited,14,-0.46160877513711207,-0.48148148148148207,0.15262014199002397
15,IsBBBAccredited,15,-0.4656278643446381,-0.4652014652014651,0.15262014199002397
16,IsBBBAccredited,16,-0.4710211591536335,-0.4440433212996391,0.15262014199002397
17,IsBBBAccredited,17,-0.4616087751371116,-0.48148148148148207,0.15262014199002397
18,IsBBBAccredited,18,-0.4696691176470589,-0.4492753623188408,0.15262014199002397
19,IsBBBAccredited,19,-0.476454293628809,-0.4234875444839856,0.15262014199002397
20,IsBBBAccredited,20,-0.47781885397412194,-0.4184397163120568,0.15262014199002397
21,IsBBBAccredited,21,-0.45761166818596166,-0.4981273408239699,0.15262014199002397
22,IsBBBAccredited,22,-0.4642857142857144,-0.47058823529411775,0.15262014199002397
23,IsBBBAccredited,23,-0.4405405405405407,-0.5748031496062993,0.15262014199002397
24,IsBBBAccredited,24,-0.4602739726027396,-0.48698884758364325,0.15262014199002397
25,IsBBBAccredited,25,-0.45231607629427817,-0.5209125475285172,0.15262014199002397
26,IsBBBAccredited,26,-0.4833024118738405,-0.39860139860139854,0.15262014199002397
27,IsBBBAccredited,27,-0.4392439243924393,-0.5810276679841899,0.15262014199002397
28,IsBBBAccredited,28,-0.46831955922865,-0.4545454545454546,0.15262014199002397
29,IsBBBAccredited,29,-0.44705882352941173,-0.5444015444015442,0.15262014199002397
30,IsBBBAccredited,30,-0.449682683590209,-0.532567049808429,0.15262014199002397
31,IsBBBAccredited,31,-0.46697247706422007,-0.45985401459854014,0.15262014199002397
32,IsBBBAccredited,32,-0.4642857142857142,-0.47058823529411775,0.15262014199002397
33,IsBBBAccredited,33,-0.4805555555555556,-0.4084507042253518,0.15262014199002397
34,IsBBBAccredited,34,-0.47781885397412194,-0.4184397163120568,0.15262014199002397
35,IsBBBAccredited,35,-0.4431407942238268,-0.5625,0.15262014199002397
36,IsBBBAccredited,36,-0.47918593894542116,-0.4134275618374563,0.15262014199002397
37,IsBBBAccredited,37,-0.47373271889400903,-0.4336917562724012,0.15262014199002397
38,IsBBBAccredited,38,-0.46831955922865,-0.4545454545454546,0.15262014199002397
39,IsBBBAccredited,39,-0.44575045207956543,-0.5503875968992247,0.15262014199002397
40,IsBBBAccredited,40,-0.48055555555555585,-0.408450704225352,0.15262014199002397
41,IsBBBAccredited,41,-0.46160877513711207,-0.48148148148148207,0.15262014199002397
42,IsBBBAccredited,42,-0.46294602012808816,-0.47601476014760125,0.15262014199002397
43,IsBBBAccredited,43,-0.5,-0.34228187919463093,0.15262014199002397
44,IsBBBAccredited,44,-0.4642857142857142,-0.47058823529411753,0.15262014199002397
45,IsBBBAccredited,45,-0.47509225092250906,-0.4285714285714288,0.15262014199002397
46,IsBBBAccredited,46,-0.4642857142857142,-0.47058823529411775,0.15262014199002397
47,IsBBBAccredited,47,-0.4642857142857142,-0.47058823529411775,0.15262014199002397
48,IsBBBAccredited,48,-0.46160877513711207,-0.48148148148148207,0.15262014199002397
49,IsBBBAccredited,49,-0.45761166818596166,-0.4981273408239699,0.15262014199002397
