,Variables,Random_State,R_2_Train,R_2_Test,Mean_Squared_Log_Error
15,contains_reviews_page,15,-0.4656278643446381,-0.4652014652014651,0.15262014199002397
16,contains_reviews_page,16,-0.4710211591536335,-0.4440433212996391,0.15262014199002397
17,contains_reviews_page,17,-0.4616087751371116,-0.48148148148148207,0.15262014199002397
18,contains_reviews_page,18,-0.4696691176470589,-0.4492753623188408,0.15262014199002397
19,contains_reviews_page,19,-0.476454293628809,-0.4234875444839856,0.15262014199002397
20,contains_reviews_page,20,-0.47781885397412194,-0.4184397163120568,0.15262014199002397
21,contains_reviews_page,21,-0.45761166818596166,-0.4981273408239699,0.15262014199002397
22,contains_reviews_page,22,-0.4642857142857144,-0.47058823529411775,0.15262014199002397
23,contains_reviews_page,23,-0.4405405405405407,-0.5748031496062993,0.15262014199002397
24,contains_reviews_page,24,-0.4602739726027396,-0.48698884758364325,0.15262014199002397
25,contains_reviews_page,25,-0.45231607629427817,-0.5209125475285172,0.15262014199002397
26,contains_reviews_page,26,-0.4833024118738405,-0.39860139860139854,0.15262014199002397
27,contains_reviews_page,27,-0.4392439243924393,-0.5810276679841899,0.15262014199002397
28,contains_reviews_page,28,-0.46831955922865,-0.4545454545454546,0.15262014199002397
29,contains_reviews_page,29,-0.44705882352941173,-0.5444015444015442,0.15262014199002397
30,contains_reviews_page,30,-0.449682683590209,-0.532567049808429,0.15262014199002397
31,contains_reviews_page,31,-0.46697247706422007,-0.45985401459854014,0.15262014199002397
32,contains_reviews_page,32,-0.4642857142857142,-0.47058823529411775,0.15262014199002397
33,contains_reviews_page,33,-0.4805555555555556,-0.4084507042253518,0.15262014199002397
34,contains_reviews_page,34,-0.47781885397412194,-0.4184397163120568,0.15262014199002397
35,contains_reviews_page,35,-0.4431407942238268,-0.5625,0.15262014199002397
36,contains_reviews_page,36,-0.47918593894542116,-0.4134275618374563,0.15262014199002397
37,contains_reviews_page,37,-0.47373271889400903,-0.4336917562724012,0.15262014199002397
38,contains_reviews_page,38,-0.46831955922865,-0.4545454545454546,0.15262014199002397
39,contains_reviews_page,39,-0.44575045207956543,-0.5503875968992247,0.15262014199002397
40,contains_reviews_page,40,-0.48055555555555585,-0.408450704225352,0.15262014199002397
41,contains_reviews_page,41,-0.46160877513711207,-0.48148148148148207,0.15262014199002397
42,contains_reviews_page,42,-0.46294602012808816,-0.47601476014760125,0.15262014199002397
43,contains_reviews_page,43,-0.5,-0.34228187919463093,0.15262014199002397
44,contains_reviews_page,44,-0.4642857142857142,-0.47058823529411753,0.15262014199002397
45,contains_reviews_page,45,-0.47509225092250906,-0.4285714285714288,0.15262014199002397
46,contains_reviews_page,46,-0.4642857142857142,-0.47058823529411775,0.15262014199002397
47,contains_reviews_page,47,-0.4642857142857142,-0.47058823529411775,0.15262014199002397
48,contains_reviews_page,48,-0.46160877513711207,-0.48148148148148207,0.15262014199002397
49,contains_reviews_page,49,-0.45761166818596166,-0.4981273408239699,0.15262014199002397
0,contains_zipCode,0,-0.458941605839416,-0.4925373134328359,0.15262014199002397
1,contains_zipCode,1,-0.47237569060773477,-0.4388489208633095,0.15262014199002397
2,contains_zipCode,2,-0.4629460201280877,-0.4760147601476017,0.15262014199002397
3,contains_zipCode,3,-0.45628415300546443,-0.5037593984962403,0.15262014199002397
4,contains_zipCode,4,-0.47509225092250906,-0.4285714285714286,0.15262014199002397
5,contains_zipCode,5,-0.4860594795539033,-0.38888888888888906,0.15262014199002397
6,contains_zipCode,6,-0.47373271889400903,-0.4336917562724012,0.15262014199002397
7,contains_zipCode,7,-0.4656278643446381,-0.4652014652014651,0.15262014199002397
8,contains_zipCode,8,-0.47237569060773477,-0.4388489208633095,0.15262014199002397
9,contains_zipCode,9,-0.46697247706422007,-0.45985401459854014,0.15262014199002397
10,contains_zipCode,10,-0.45761166818596166,-0.4981273408239699,0.15262014199002397
11,contains_zipCode,11,-0.4589416058394158,-0.4925373134328359,0.15262014199002397
12,contains_zipCode,12,-0.45761166818596166,-0.4981273408239699,0.15262014199002397
13,contains_zipCode,13,-0.48055555555555585,-0.408450704225352,0.15262014199002397
14,contains_zipCode,14,-0.46160877513711207,-0.48148148148148207,0.15262014199002397
15,contains_zipCode,15,-0.4598576759023363,-0.48827550402353537,0.15262014199002397
16,contains_zipCode,16,-0.4710211591536335,-0.4440433212996391,0.15262014199002397
17,contains_zipCode,17,-0.4616087751371116,-0.48148148148148207,0.15262014199002397
18,contains_zipCode,18,-0.4696691176470589,-0.4492753623188408,0.15262014199002397
19,contains_zipCode,19,-0.476454293628809,-0.4234875444839856,0.15262014199002397
20,contains_zipCode,20,-0.47781885397412194,-0.4184397163120568,0.15262014199002397
21,contains_zipCode,21,-0.45180445038442385,-0.5206555715130523,0.15262014199002397
22,contains_zipCode,22,-0.4642857142857144,-0.47058823529411775,0.15262014199002397
23,contains_zipCode,23,-0.4405405405405407,-0.5748031496062993,0.15262014199002397
24,contains_zipCode,24,-0.4602739726027396,-0.48698884758364325,0.15262014199002397
25,contains_zipCode,25,-0.45231607629427817,-0.5209125475285172,0.15262014199002397
26,contains_zipCode,26,-0.4833024118738405,-0.39860139860139854,0.15262014199002397
27,contains_zipCode,27,-0.4392439243924393,-0.5810276679841899,0.15262014199002397
28,contains_zipCode,28,-0.46831955922865,-0.4545454545454546,0.15262014199002397
29,contains_zipCode,29,-0.44705882352941173,-0.5444015444015442,0.15262014199002397
30,contains_zipCode,30,-0.449682683590209,-0.532567049808429,0.15262014199002397
31,contains_zipCode,31,-0.46697247706422007,-0.45985401459854014,0.15262014199002397
32,contains_zipCode,32,-0.4642857142857142,-0.47058823529411775,0.15262014199002397
33,contains_zipCode,33,-0.4805555555555556,-0.4084507042253518,0.15262014199002397
34,contains_zipCode,34,-0.47781885397412194,-0.4184397163120568,0.15262014199002397
35,contains_zipCode,35,-0.4431407942238268,-0.5625,0.15262014199002397
36,contains_zipCode,36,-0.47918593894542116,-0.4134275618374563,0.15262014199002397
37,contains_zipCode,37,-0.47373271889400903,-0.4336917562724012,0.15262014199002397
38,contains_zipCode,38,-0.46831955922865,-0.4545454545454546,0.15262014199002397
39,contains_zipCode,39,-0.44575045207956543,-0.5503875968992247,0.15262014199002397
40,contains_zipCode,40,-0.48055555555555585,-0.408450704225352,0.15262014199002397
41,contains_zipCode,41,-0.46160877513711207,-0.48148148148148207,0.15262014199002397
42,contains_zipCode,42,-0.46294602012808816,-0.47601476014760125,0.15262014199002397
43,contains_zipCode,43,-0.5,-0.34228187919463093,0.15262014199002397
44,contains_zipCode,44,-0.4642857142857142,-0.47058823529411753,0.15262014199002397
45,contains_zipCode,45,-0.47509225092250906,-0.4285714285714288,0.15262014199002397
46,contains_zipCode,46,-0.4642857142857142,-0.47058823529411775,0.15262014199002397
47,contains_zipCode,47,-0.4642857142857142,-0.47058823529411775,0.15262014199002397
48,contains_zipCode,48,-0.46160877513711207,-0.48148148148148207,0.15262014199002397
49,contains_zipCode,49,-0.45761166818596166,-0.4981273408239699,0.15262014199002397
0,url_contains_email,0,-0.458941605839416,-0.4925373134328359,0.15262014199002397
1,url_contains_email,1,-0.47237569060773477,-0.4388489208633095,0.15262014199002397
2,url_contains_email,2,-0.4629460201280877,-0.4760147601476017,0.15262014199002397
3,url_contains_email,3,-0.45628415300546443,-0.5037593984962403,0.15262014199002397
4,url_contains_email,4,-0.47509225092250906,-0.4285714285714286,0.15262014199002397
5,url_contains_email,5,-0.4860594795539033,-0.38888888888888906,0.15262014199002397
6,url_contains_email,6,-0.47373271889400903,-0.4336917562724012,0.15262014199002397
7,url_contains_email,7,-0.4656278643446381,-0.4652014652014651,0.15262014199002397
8,url_contains_email,8,-0.47237569060773477,-0.4388489208633095,0.15262014199002397
9,url_contains_email,9,-0.46697247706422007,-0.45985401459854014,0.15262014199002397
10,url_contains_email,10,-0.45761166818596166,-0.4981273408239699,0.15262014199002397
11,url_contains_email,11,-0.4589416058394158,-0.4925373134328359,0.15262014199002397
12,url_contains_email,12,-0.45761166818596166,-0.4981273408239699,0.15262014199002397
13,url_contains_email,13,-0.48055555555555585,-0.408450704225352,0.15262014199002397
14,url_contains_email,14,-0.46160877513711207,-0.48148148148148207,0.15262014199002397
15,url_contains_email,15,-0.4656278643446381,-0.4652014652014651,0.15262014199002397
16,url_contains_email,16,-0.4710211591536335,-0.4440433212996391,0.15262014199002397
17,url_contains_email,17,-0.4616087751371116,-0.48148148148148207,0.15262014199002397
18,url_contains_email,18,-0.4696691176470589,-0.4492753623188408,0.15262014199002397
19,url_contains_email,19,-0.476454293628809,-0.4234875444839856,0.15262014199002397
20,url_contains_email,20,-0.47781885397412194,-0.4184397163120568,0.15262014199002397
21,url_contains_email,21,-0.45761166818596166,-0.4981273408239699,0.15262014199002397
22,url_contains_email,22,-0.4642857142857144,-0.47058823529411775,0.15262014199002397
23,url_contains_email,23,-0.4405405405405407,-0.5748031496062993,0.15262014199002397
24,url_contains_email,24,-0.4602739726027396,-0.48698884758364325,0.15262014199002397
25,url_contains_email,25,-0.45231607629427817,-0.5209125475285172,0.15262014199002397
26,url_contains_email,26,-0.4833024118738405,-0.39860139860139854,0.15262014199002397
27,url_contains_email,27,-0.4392439243924393,-0.5810276679841899,0.15262014199002397
28,url_contains_email,28,-0.46831955922865,-0.4545454545454546,0.15262014199002397
29,url_contains_email,29,-0.44705882352941173,-0.5444015444015442,0.15262014199002397
30,url_contains_email,30,-0.449682683590209,-0.532567049808429,0.15262014199002397
